A,B,C,D,E,F,G,H,I,J
0.443947789,0.444970579,0.456421022,0.99024,0.99613,0.99606,0.996,0.434154972,0.451114387,Benign
0.152314771,0.165862021,0.10561749,0.99188,0.99847,0.99865,0.99851,0.106127012,0.106699719,Benign
0.471969199,0.497984525,0.478630375,0.98791,0.99536,0.99581,0.99552,0.318376695,0.367245076,Benign
0.473189971,0.492378261,0.485353024,0.98713,0.99572,0.9958,0.99557,0.359871056,0.415873867,Benign
0.40696779,0.429745633,0.42288017,0.99025,0.99607,0.99639,0.99614,0.257594999,0.299254098,Benign
0.40007982,0.406820183,0.396486656,0.98984,0.99597,0.99645,0.99634,0.292327396,0.317120014,Benign
0.465067142,0.463466617,0.500410212,0.99035,0.99584,0.99587,0.99583,0.321274679,0.401491804,Benign
0.248577331,0.278710096,0.255663337,0.98868,0.99751,0.99779,0.99749,0.143748711,0.165751038,Benign
0.531270542,0.508826391,0.518459534,0.98901,0.99571,0.99529,0.99542,0.6140905,0.620840591,Benign
0.385458729,0.393165918,0.3864244,0.9887,0.99629,0.99658,0.99646,0.259049418,0.330028139,Benign
0.432979622,0.437742668,0.428338401,0.99145,0.99621,0.99616,0.99606,0.399422574,0.428290678,Benign
0.454098976,0.451396933,0.404869456,0.99122,0.99648,0.99597,0.99594,0.53063506,0.519596677,Benign
0.153530848,0.149395357,0.168486077,0.9925,0.998,0.99864,0.99866,0.093102363,0.12357631,Benign
0.518264626,0.553398508,0.531875875,0.98625,0.99546,0.9954,0.99502,0.332367339,0.390571263,Benign
0.815193915,0.823286846,0.85459196,0.98208,0.99209,0.99277,0.9926,0.743848567,0.823819733,Benign
0.861066767,0.870685262,0.889387578,0.98124,0.99211,0.99236,0.99217,0.580801667,0.69975211,Benign
0.354995774,0.367863596,0.385589499,0.99108,0.99658,0.99685,0.99669,0.273040062,0.315132431,Benign
0,0,0,1,1,1,1,0,0,Benign
0,0,0,1,1,1,1,0,0,Benign
0.559723918,0.597599963,0.591815067,0.98746,0.99502,0.99503,0.99463,0.357939066,0.449629282,Benign
0.392769274,0.389551962,0.399420877,0.99037,0.99633,0.99651,0.9965,0.365167747,0.393541471,Benign
0.455723542,0.469072881,0.471087303,0.98857,0.9957,0.99596,0.99578,0.329957778,0.406449596,Benign
0.133632266,0.14457675,0.165551856,0.99218,0.99872,0.99881,0.9987,0.079112804,0.111166198,Benign
0.438665602,0.438544225,0.460190145,0.98934,0.99636,0.99611,0.99606,0.399422574,0.430267095,Benign
0.261170063,0.277908539,0.265300902,0.99051,0.99709,0.99768,0.9975,0.176071549,0.199997767,Benign
0.468316274,0.48431636,0.465638724,0.98862,0.99522,0.99584,0.99564,0.375782836,0.431763366,Benign
0.568644943,0.550989204,0.608561363,0.98816,0.99481,0.99495,0.99504,0.741439007,0.764259234,Benign
0.138909757,0.146582959,0.167646349,0.99211,0.99879,0.99877,0.99868,0.138929591,0.148387601,Benign
0.525589257,0.522865218,0.532696298,0.98908,0.99521,0.99534,0.9953,0.418720762,0.478404574,Benign
0.293661377,0.308427929,0.278712417,0.99224,0.99733,0.99739,0.99723,0.212735936,0.239202287,Benign
0.279040285,0.281920956,0.307634767,0.99078,0.99745,0.99752,0.99746,0.201643277,0.262037161,Benign
