U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BQ,BR,BS,BT,BU,BV,BW,BX,BY,BZ,CA,CB,CC,CD,CE,CF,CG,CH,CI,CJ,CK,CL,CM,CN,CO,CP,CQ,CR,CS,CT,CU,CV,CW,CX,CY,CZ,DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM,DN,DO,DP,DQ,DR,DS,DT,DU,DV,DW,DX,DY,DZ,EA,EB,EC,ED,EE,EF,EG,EH,EI,EJ,EK,65535,65278,65021,64764,65536,65025,64516,64009,63504,65792,65535,65278,65021,64764,65536,65025,64516,64009,63504,0.164153696,0.312428473,0.468764362,0.619415266,0.771261812,0.291824341,0.574394464,0.847464195,1.114296427,1.374716553,0.157313959,0.291828794,0.40672202,0.532904754,0.663563091,0.137329102,0.207612457,0.285975572,0.347997938,0.407454649,0.116115075,0.091983352,0.091983352,0.091983352,0.091983352,0.091983352,0.091983352,0.091983352,0.091983352,0.091983352,0.116115075,0.116115075,0.116115075,0.091983352,0.091983352,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.969098648,0.968991058,0.968853793,0.968717874,0.968582537,0.968993913,0.96872399,0.968457682,0.968194173,0.967933039,0.969040546,0.968904544,0.968830577,0.968726129,0.968591672,0.96969321,0.970404948,0.971069148,0.971808804,0.97256276,0.999316026,0.998698215,0.998046815,0.997419103,0.996786409,0.998784065,0.99760669,0.996468899,0.995357098,0.994272014,0.999344525,0.998784047,0.998305325,0.997779564,0.997235154,0.999427795,0.999134948,0.998808435,0.998550009,0.998302272,0.014900208,0.011309981,0.011309981,0.011309981,0.011309981,0.011309981,0.011309981,0.011309981,0.011309981,0.011309981,0.014900208,0.014900208,0.014900208,0.011309981,0.011309981,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.213333333,0.404444444,0.604444444,0.795555556,0.986666667,0.377777778,0.737777778,1.08,1.408888889,1.724444444,0.204444444,0.377777778,0.524444444,0.684444444,0.848888889,0.177777778,0.266666667,0.364444444,0.44,0.511111111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.297528575,0.49095903,0.668678575,0.878946802,1.066564758,0.291824341,0.37716263,0.456863414,0.495633427,0.584608844,0.239390807,0.363927672,0.444636784,0.529444333,0.611450806,0.391387939,0.674740484,0.976501953,1.268962177,1.54478458,0.116115075,0.116115075,0.091983352,0.116115075,0.091983352,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.091983352,0.091983352,0.091983352,0.969200131,0.969178831,0.969191916,0.969025538,0.968922794,0.969585357,0.970415697,0.971232706,0.972191217,0.972886651,0.968912083,0.968717974,0.968706773,0.96866584,0.968625539,0.969130393,0.969043382,0.968810446,0.968551644,0.968296435,0.998760298,0.997954337,0.997213839,0.996337722,0.99555598,0.998784065,0.998428489,0.998096402,0.997934861,0.99756413,0.999002538,0.998483635,0.998147347,0.997793982,0.997452288,0.998369217,0.997188581,0.995931242,0.994712658,0.993563398,0.014900208,0.014900208,0.011309981,0.014900208,0.011309981,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.011309981,0.011309981,0.011309981,0.386666667,0.635555556,0.862222222,1.128888889,1.364444444,0.377777778,0.484444444,0.582222222,0.626666667,0.733333333,0.311111111,0.471111111,0.573333333,0.68,0.782222222,0.506666667,0.866666667,1.244444444,1.604444444,1.937777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.942485409,2.444495308,2.853947731,3.218191046,3.501945525,2.293395996,3.044982699,3.567719635,3.905310191,4.237528345,1.86040856,2.506294347,2.960798431,3.304701558,3.522790439,2.142333984,2.602076125,2.932993366,3.124951179,3.245464853,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.965817638,0.963530827,0.961653964,0.959978086,0.958653125,0.964813204,0.961957565,0.959888629,0.958551682,0.95722951,0.966798469,0.964482404,0.962790287,0.961510463,0.960763341,0.965471354,0.963876634,0.96262813,0.961911576,0.961492042,0.991906311,0.989814603,0.988108551,0.986590871,0.98540856,0.990444183,0.987312572,0.985134502,0.983727874,0.982343632,0.992248298,0.989557107,0.98766334,0.98623041,0.985321707,0.991073608,0.989158016,0.987779194,0.98697937,0.98647723,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,2.524444444,3.164444444,3.68,4.133333333,4.48,2.968888889,3.911111111,4.546666667,4.937777778,5.315555556,2.417777778,3.244444444,3.817777778,4.244444444,4.506666667,2.773333333,3.342222222,3.737777778,3.951111111,4.071111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.813928745,1.012817578,1.175357701,1.3011181,1.500833797,1.005935669,1.307958478,1.632153264,1.912231093,2.285289116,0.560858463,0.820553902,1.03748583,1.221528429,1.441773207,0.755310059,0.75432526,0.746326493,0.713571529,0.697987528,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.954684995,0.954423673,0.954344403,0.954330275,0.954012374,0.954396029,0.954213831,0.953946363,0.953778233,0.953214269,0.955744627,0.955154083,0.954745051,0.954487654,0.954078015,0.955514586,0.956706057,0.957950056,0.959220182,0.960450171,0.99660863,0.995779927,0.995102676,0.994578675,0.993746526,0.995808601,0.994550173,0.993199361,0.99203237,0.990477962,0.99766309,0.996581025,0.995677142,0.994910298,0.993992612,0.996852875,0.996856978,0.996890306,0.997026785,0.997091719,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,1.057777778,1.311111111,1.515555556,1.671111111,1.92,1.302222222,1.68,2.08,2.417777778,2.866666667,0.728888889,1.062222222,1.337777778,1.568888889,1.844444444,0.977777778,0.968888889,0.951111111,0.902222222,0.875555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.664700875,4.985122454,5.239131101,5.55743529,5.732351306,4.792785645,5.214532872,5.531186062,5.803480761,5.955924036,2.571741245,3.443579767,3.939688716,4.25631719,4.599777654,4.490661621,4.820069204,5.025497551,5.39221047,5.442176871,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.927369579,0.926965407,0.926798378,0.926459777,0.926592627,0.92674121,0.925819306,0.925366357,0.925152586,0.925359914,0.934905291,0.931030014,0.928864984,0.927432729,0.925904056,0.928028171,0.927492942,0.927519725,0.926928144,0.927563202,0.980563746,0.979228656,0.978170287,0.97684402,0.976115203,0.98003006,0.97827278,0.976953391,0.97581883,0.97518365,0.989284411,0.985651751,0.98358463,0.982265345,0.98083426,0.98128891,0.979916378,0.979060427,0.977532456,0.977324263,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,6.062222222,6.453333333,6.755555556,7.137777778,7.333333333,6.204444444,6.697777778,7.048888889,7.337777778,7.471111111,3.342222222,4.457777778,5.08,5.466666667,5.884444444,5.813333333,6.191111111,6.404444444,6.817777778,6.826666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.359086211,0.401693751,0.492891939,0.584811061,0.694830461,0.456619263,0.685121107,1.000914502,1.304113484,1.583758503,0.304368312,0.49095903,0.665231778,0.844342597,1.021400778,0.336456299,0.380622837,0.432450865,0.474542642,0.524376417,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.091983352,0.091983352,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.967159267,0.967382414,0.96742405,0.967437015,0.967329134,0.967494975,0.967638615,0.967422368,0.967212186,0.966945631,0.967755282,0.967698094,0.967704247,0.967682922,0.967573971,0.968040909,0.969041219,0.970059271,0.971097422,0.971970008,0.998503807,0.998326276,0.997946284,0.997563287,0.997104873,0.99809742,0.997145329,0.995829523,0.994566194,0.993401006,0.998731799,0.997954337,0.997228201,0.996481906,0.995744163,0.998598099,0.998414072,0.998198121,0.998022739,0.997815098,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.011309981,0.011309981,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.466666667,0.52,0.635555556,0.751111111,0.888888889,0.591111111,0.88,1.275555556,1.648888889,1.986666667,0.395555556,0.635555556,0.857777778,1.084444444,1.306666667,0.435555556,0.488888889,0.551111111,0.6,0.657777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.461682271,0.683222705,0.954762707,1.218068009,1.459143969,0.504684448,0.69550173,0.861414223,1.058054336,1.225907029,0.424063716,0.556191348,0.668678575,0.72322788,0.792106726,0.556182861,0.833910035,1.150877302,1.472839757,1.78925737,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.968945413,0.969160571,0.969110183,0.969035768,0.968966883,0.968968916,0.96954737,0.970203109,0.97068921,0.971220325,0.968064201,0.967689136,0.967403337,0.967390596,0.967316727,0.968727227,0.968880154,0.968799993,0.968636044,0.968385722,0.998076324,0.997153239,0.996021822,0.994924717,0.993920233,0.997897148,0.997102076,0.996410774,0.99559144,0.994892054,0.998233068,0.997682536,0.997213839,0.99698655,0.996699555,0.997682571,0.996525375,0.995204678,0.993863168,0.992544761,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.6,0.884444444,1.231111111,1.564444444,1.866666667,0.653333333,0.893333333,1.097777778,1.337777778,1.537777778,0.551111111,0.72,0.862222222,0.928888889,1.013333333,0.72,1.071111111,1.466666667,1.862222222,2.244444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.521841561,1.455710689,1.292548791,1.294197259,1.25069483,1.503753662,1.404844291,1.231089962,1.251386524,1.232993197,0.967822836,1.167315175,1.213272465,1.266513896,1.327126181,1.565551758,1.425605536,1.283402567,1.258416785,1.279053288,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.985273883,0.986214415,0.987404398,0.987844446,0.988225393,0.9853977,0.98656315,0.987839432,0.988241043,0.98855451,0.987497846,0.986693476,0.986520235,0.986315299,0.986078337,0.985126833,0.986472402,0.987594853,0.988149154,0.988275313,0.993658993,0.993934539,0.99461438,0.994607511,0.994788772,0.99373436,0.994146482,0.994870458,0.994785889,0.994862528,0.995967405,0.995136187,0.994944698,0.994722859,0.994470308,0.993476868,0.994059977,0.994652489,0.994756597,0.994670611,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,1.977777778,1.884444444,1.666666667,1.662222222,1.6,1.946666667,1.804444444,1.568888889,1.582222222,1.546666667,1.257777778,1.511111111,1.564444444,1.626666667,1.697777778,2.026666667,1.831111111,1.635555556,1.591111111,1.604444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.482201483,0.762188144,1.006464659,1.276895157,1.532101167,0.559616089,0.906574394,1.24503999,1.58883907,1.899092971,0.270169625,0.425726711,0.52391311,0.598652743,0.667037243,0.43258667,0.62283737,0.781201562,0.956115546,1.137329932,0.116115075,0.116115075,0.116115075,0.091983352,0.091983352,0.116115075,0.116115075,0.116115075,0.116115075,0.091983352,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.091983352,0.091983352,0.966556243,0.966664932,0.966844259,0.966729164,0.966589076,0.966448676,0.966485079,0.966444062,0.966168473,0.965929358,0.966406052,0.965961076,0.965758081,0.965646229,0.965564592,0.967024415,0.967792784,0.968613005,0.96917628,0.969629924,0.997990827,0.996824216,0.995806397,0.994679604,0.993616245,0.997668266,0.996222607,0.994812333,0.993379837,0.992087113,0.998874293,0.998226139,0.997817029,0.997505614,0.997220678,0.998197556,0.997404844,0.996744993,0.996016185,0.995261125,0.014900208,0.014900208,0.014900208,0.011309981,0.011309981,0.014900208,0.014900208,0.014900208,0.014900208,0.011309981,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.011309981,0.011309981,0.626666667,0.986666667,1.297777778,1.64,1.96,0.724444444,1.164444444,1.586666667,2.008888889,2.382222222,0.351111111,0.551111111,0.675555556,0.768888889,0.853333333,0.56,0.8,0.995555556,1.208888889,1.426666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.925386065,1.981002518,2.157694782,2.186985743,2.445803224,1.915740967,2.051903114,2.350579701,2.495742786,2.618339002,1.039640078,1.445410849,1.67859003,1.80287907,1.97331851,1.884841919,1.806228374,1.928591357,1.782171257,1.856575964,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.96478285,0.965060862,0.964830673,0.965233672,0.964793759,0.965004313,0.965088464,0.964417916,0.964475437,0.964722076,0.968297819,0.966691608,0.965773876,0.965365101,0.964771578,0.965153766,0.96620504,0.966330178,0.96765724,0.968200694,0.991977558,0.991745823,0.991009605,0.990887559,0.989809153,0.992017746,0.991450404,0.990205918,0.989601072,0.989090254,0.995668166,0.993977455,0.993005875,0.992488004,0.99177784,0.992146492,0.992474048,0.991964203,0.992574286,0.992264267,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,2.502222222,2.564444444,2.782222222,2.808888889,3.128888889,2.48,2.635555556,2.995555556,3.155555556,3.284444444,1.351111111,1.871111111,2.164444444,2.315555556,2.524444444,2.44,2.32,2.457777778,2.253333333,2.328888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.101197714,1.661707485,2.012929318,2.256194153,2.518760422,1.654815674,2.401384083,3.002743505,3.518645815,3.968253968,1.309809703,2.059967956,2.526502037,3.014026238,3.387298499,1.308059692,1.833910035,2.221541943,2.492227655,2.749433107,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.965694248,0.963534809,0.962332878,0.96160875,0.960821136,0.963387612,0.960589693,0.958435347,0.956534899,0.954951005,0.964614778,0.961497717,0.959575468,0.957437514,0.955801004,0.964923049,0.963093271,0.961854803,0.9610021,0.960232375,0.995411676,0.993076219,0.991612795,0.990599191,0.989505165,0.993104935,0.989994233,0.987488569,0.985338976,0.983465608,0.99454246,0.9914168,0.989472908,0.987441557,0.985886256,0.994549751,0.992358708,0.990743575,0.989615718,0.988544029,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,1.431111111,2.151111111,2.595555556,2.897777778,3.222222222,2.142222222,3.084444444,3.826666667,4.448888889,4.977777778,1.702222222,2.666666667,3.257777778,3.871111111,4.333333333,1.693333333,2.355555556,2.831111111,3.151111111,3.448888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.31120805,0.542458228,0.761742088,0.982759416,1.202056698,0.226593018,0.356401384,0.470813442,0.597572216,0.715702948,0.215451727,0.360494392,0.489445142,0.609034004,0.736520289,0.442886353,0.785467128,1.116002232,1.441203581,1.760912698,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.968933129,0.968817889,0.96867715,0.96853891,0.968403412,0.96974132,0.970507636,0.971261352,0.971968554,0.972722042,0.968856222,0.968629737,0.968464173,0.968329363,0.968163823,0.96876927,0.968555218,0.968288219,0.968026426,0.967769391,0.9987033,0.997739757,0.996826075,0.995905169,0.99499143,0.999055862,0.998514994,0.998038277,0.997510116,0.997017904,0.999102284,0.99849794,0.997960645,0.997462358,0.996931165,0.99815464,0.99672722,0.995349991,0.993994985,0.992662864,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.404444444,0.702222222,0.982222222,1.262222222,1.537777778,0.293333333,0.457777778,0.6,0.755555556,0.897777778,0.28,0.466666667,0.631111111,0.782222222,0.942222222,0.573333333,1.008888889,1.422222222,1.822222222,2.208888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
